Order_ID,Order_Date,SKU,Supplier_ID,Warehouse_ID,Expected_Delivery_Date,Actual_Delivery_Date,Freight_Cost,Order_Quantity
ORD00286,2024-12-01,SKU0070,SUP018,WH01,2024-12-19,2024-12-17,772.09,263
ORD00287,2024-07-07,SKU0082,SUP008,WH02,2024-07-22,2024-07-22,1011.16,266
ORD00288,2024-10-14,SKU0042,SUP009,WH05,2024-11-11,2024-11-11,588.74,286
ORD00289,2024-04-10,SKU0081,SUP009,WH10,2024-05-08,2024-05-09,1437.43,45
ORD00290,2024-11-01,SKU0084,SUP007,WH10,2024-11-20,2024-12-03,1535.96,430
ORD00291,2024-05-13,SKU0045,SUP019,WH08,2024-06-18,2024-06-18,1067.44,371
ORD00292,2024-12-04,SKU0018,SUP015,WH06,2025-01-03,2025-01-08,1849.43,436
ORD00293,2024-07-09,SKU0066,SUP004,WH03,2024-07-20,2024-07-19,660.46,66
ORD00294,2024-08-20,SKU0002,SUP005,WH04,2024-09-22,2024-09-22,1776.91,403
ORD00295,2024-03-15,SKU0090,SUP002,WH08,2024-03-29,2024-03-29,669.88,187
ORD00296,2024-12-29,SKU0039,SUP006,WH10,2025-01-23,2025-01-22,122.73,411
ORD00297,2024-03-11,SKU0077,SUP014,WH10,2024-04-18,2024-04-16,1026.17,497
ORD00298,2024-01-13,SKU0074,SUP019,WH04,2024-02-18,2024-02-17,842.35,441
ORD00299,2024-06-09,SKU0048,SUP010,WH05,2024-07-11,2024-07-11,769.8,458
ORD00300,2024-10-31,SKU0098,SUP002,WH06,2024-11-14,2024-11-14,1302.77,65
ORD00301,2024-12-02,SKU0080,SUP001,WH01,2025-01-08,2025-01-06,1316.87,171
ORD00302,2024-11-08,SKU0089,SUP009,WH02,2024-12-06,2024-12-04,1310.02,153
ORD00303,2024-07-20,SKU0010,SUP006,WH01,2024-08-14,2024-08-14,372.03,261
ORD00304,2024-11-30,SKU0049,SUP012,WH08,2024-12-23,2024-12-21,637.14,488
ORD00305,2024-06-28,SKU0096,SUP003,WH03,2024-07-22,2024-07-21,731.79,346
ORD00306,2024-06-23,SKU0082,SUP005,WH08,2024-07-26,2024-07-26,1997.71,276
ORD00307,2024-03-06,SKU0046,SUP012,WH04,2024-03-29,2024-03-29,1726.56,404
ORD00308,2024-10-14,SKU0008,SUP006,WH08,2024-11-08,2024-11-08,217.27,96
ORD00309,2024-04-25,SKU0029,SUP008,WH02,2024-05-10,2024-05-10,735.35,333
ORD00310,2024-03-12,SKU0058,SUP005,WH04,2024-04-14,2024-04-13,443.09,256
ORD00311,2024-05-14,SKU0065,SUP002,WH03,2024-05-28,2024-05-27,1319.99,109
ORD00312,2024-08-08,SKU0093,SUP007,WH05,2024-08-27,2024-09-02,1696.45,326
ORD00313,2024-04-08,SKU0010,SUP007,WH06,2024-04-27,2024-04-27,1964.37,421
ORD00314,2024-05-10,SKU0040,SUP018,WH02,2024-05-28,2024-05-27,190.44,415
ORD00315,2024-04-30,SKU0028,SUP018,WH07,2024-05-18,2024-05-18,862.59,423
ORD00316,2024-08-05,SKU0097,SUP009,WH10,2024-09-02,2024-09-02,1186.27,407
ORD00317,2024-09-17,SKU0017,SUP006,WH01,2024-10-12,2024-10-10,1157.55,239
ORD00318,2024-09-03,SKU0023,SUP009,WH01,2024-10-01,2024-09-30,1797.69,34
ORD00319,2024-02-21,SKU0030,SUP013,WH10,2024-03-05,2024-03-03,1642.86,483
ORD00320,2024-05-06,SKU0011,SUP008,WH07,2024-05-21,2024-05-21,1138.1,232
ORD00321,2024-08-24,SKU0065,SUP016,WH10,2024-09-26,2024-09-26,633.86,320
ORD00322,2024-03-19,SKU0053,SUP020,WH08,2024-04-26,2024-04-25,642.93,20
ORD00323,2024-01-26,SKU0056,SUP009,WH08,2024-02-23,2024-02-23,1538.85,445
ORD00324,2024-04-27,SKU0091,SUP003,WH02,2024-05-21,2024-05-20,979.63,445
ORD00325,2024-09-04,SKU0044,SUP003,WH06,2024-09-28,2024-09-28,1531.73,464
ORD00326,2024-08-30,SKU0032,SUP018,WH04,2024-09-17,2024-09-17,1343.59,95
ORD00327,2024-02-17,SKU0038,SUP009,WH09,2024-03-16,2024-03-22,1082.36,423
ORD00328,2024-09-04,SKU0081,SUP007,WH01,2024-09-23,2024-10-07,984.69,316
ORD00329,2024-03-11,SKU0053,SUP013,WH01,2024-03-24,2024-03-24,900.43,81
ORD00330,2024-09-27,SKU0017,SUP020,WH06,2024-11-04,2024-11-14,318.82,289
ORD00331,2024-07-25,SKU0069,SUP009,WH10,2024-08-22,2024-08-28,1454.71,243
ORD00332,2024-02-16,SKU0075,SUP007,WH10,2024-03-06,2024-03-20,988.77,316
ORD00333,2024-05-07,SKU0025,SUP018,WH06,2024-05-25,2024-05-23,297.21,50
ORD00334,2024-10-25,SKU0056,SUP002,WH05,2024-11-08,2024-11-06,685.92,286
ORD00335,2024-06-06,SKU0057,SUP017,WH03,2024-06-16,2024-06-15,295.75,341
ORD00336,2024-09-08,SKU0018,SUP011,WH10,2024-10-20,2024-10-20,91.63,360
ORD00337,2024-09-30,SKU0001,SUP001,WH02,2024-11-06,2024-11-06,493.25,386
ORD00338,2024-01-12,SKU0072,SUP005,WH02,2024-02-14,2024-02-12,1672.42,316
ORD00339,2024-12-05,SKU0062,SUP014,WH06,2025-01-12,2025-01-10,378.7,353
ORD00340,2024-05-02,SKU0072,SUP016,WH04,2024-06-04,2024-06-17,1432.28,54
ORD00341,2024-10-16,SKU0038,SUP004,WH05,2024-10-27,2024-10-27,1841.97,400
ORD00342,2024-06-19,SKU0052,SUP014,WH10,2024-07-27,2024-08-03,994.61,189
ORD00343,2024-07-29,SKU0099,SUP020,WH03,2024-09-05,2024-09-04,624.4,278
ORD00344,2024-05-11,SKU0023,SUP014,WH09,2024-06-18,2024-06-17,1812.06,277
ORD00345,2024-11-07,SKU0066,SUP015,WH03,2024-12-07,2024-12-07,1664.04,488
ORD00346,2024-02-12,SKU0014,SUP004,WH04,2024-02-23,2024-02-27,428.67,169
ORD00347,2024-11-23,SKU0007,SUP013,WH01,2024-12-06,2024-12-05,929.58,198
ORD00348,2024-03-16,SKU0096,SUP015,WH07,2024-04-15,2024-04-14,253.99,382
ORD00349,2024-11-18,SKU0013,SUP003,WH09,2024-12-12,2024-12-13,598.94,320
ORD00350,2024-01-09,SKU0066,SUP007,WH09,2024-01-28,2024-01-28,1471.43,165
ORD00351,2024-01-06,SKU0052,SUP018,WH02,2024-01-24,2024-01-23,978.59,178
ORD00352,2024-02-03,SKU0081,SUP020,WH08,2024-03-12,2024-03-12,239.12,416
ORD00353,2024-07-18,SKU0055,SUP004,WH02,2024-07-29,2024-07-27,1596.94,419
ORD00354,2024-04-07,SKU0070,SUP015,WH07,2024-05-07,2024-05-05,1792.35,81
ORD00355,2024-08-06,SKU0090,SUP011,WH08,2024-09-17,2024-09-17,708.89,205
ORD00356,2024-10-26,SKU0083,SUP012,WH02,2024-11-18,2024-11-16,546.34,387
ORD00357,2024-01-10,SKU0073,SUP011,WH02,2024-02-21,2024-02-20,334.71,68
ORD00358,2024-07-11,SKU0017,SUP018,WH01,2024-07-29,2024-07-27,165.72,99
ORD00359,2024-09-26,SKU0017,SUP009,WH08,2024-10-24,2024-10-23,1532.59,87
ORD00360,2024-06-03,SKU0050,SUP012,WH07,2024-06-26,2024-06-26,1403.69,268
ORD00361,2024-12-03,SKU0066,SUP014,WH02,2025-01-10,2025-01-08,751.09,230
ORD00362,2024-08-29,SKU0067,SUP012,WH06,2024-09-21,2024-09-19,587.9,167
ORD00363,2024-01-13,SKU0079,SUP018,WH08,2024-01-31,2024-01-29,1575.4,76
ORD00364,2024-07-16,SKU0011,SUP005,WH03,2024-08-18,2024-08-17,467.88,322
ORD00365,2024-05-20,SKU0018,SUP019,WH07,2024-06-25,2024-06-25,1049.47,405
ORD00366,2024-02-18,SKU0015,SUP014,WH03,2024-03-27,2024-03-25,1577.13,114
ORD00367,2024-12-12,SKU0055,SUP020,WH03,2025-01-19,2025-01-18,983.69,336
ORD00368,2024-03-22,SKU0064,SUP008,WH04,2024-04-06,2024-04-04,1495.67,399
ORD00369,2024-01-31,SKU0012,SUP010,WH04,2024-03-03,2024-03-02,1631.31,282
ORD00370,2024-03-22,SKU0087,SUP001,WH05,2024-04-28,2024-04-27,1656.61,291
ORD00371,2024-10-27,SKU0031,SUP019,WH03,2024-12-02,2024-12-02,475.39,91
ORD00372,2024-08-06,SKU0067,SUP017,WH04,2024-08-16,2024-08-24,1941.94,479
ORD00373,2024-10-26,SKU0076,SUP006,WH07,2024-11-20,2024-11-19,1258.65,478
ORD00374,2024-06-17,SKU0004,SUP002,WH04,2024-07-01,2024-06-29,1968.57,358
ORD00375,2024-02-12,SKU0087,SUP014,WH07,2024-03-21,2024-03-20,782.19,452
ORD00376,2024-05-21,SKU0098,SUP014,WH02,2024-06-28,2024-06-27,947.98,307
ORD00377,2024-03-13,SKU0096,SUP011,WH02,2024-04-24,2024-04-22,1120.79,333
ORD00378,2024-07-22,SKU0014,SUP004,WH09,2024-08-02,2024-08-02,1349.15,416
ORD00379,2024-04-08,SKU0040,SUP019,WH05,2024-05-14,2024-05-13,548.42,28
ORD00380,2024-12-20,SKU0024,SUP009,WH07,2025-01-17,2025-01-17,1456.31,117
ORD00381,2024-05-17,SKU0046,SUP015,WH08,2024-06-16,2024-06-15,1972.44,109
ORD00382,2024-04-24,SKU0098,SUP018,WH02,2024-05-12,2024-05-10,543.79,320
ORD00383,2024-12-25,SKU0077,SUP011,WH10,2025-02-05,2025-02-04,385.6,128
ORD00384,2024-07-08,SKU0078,SUP002,WH05,2024-07-22,2024-07-20,305.21,201
ORD00385,2024-03-03,SKU0043,SUP018,WH09,2024-03-21,2024-03-25,919.45,251
ORD00386,2024-06-24,SKU0094,SUP014,WH05,2024-08-01,2024-07-30,1598.15,374
ORD00387,2024-04-02,SKU0093,SUP018,WH05,2024-04-20,2024-04-18,465.73,263
ORD00388,2024-09-18,SKU0081,SUP013,WH07,2024-10-01,2024-10-01,1120.16,21
ORD00389,2024-07-28,SKU0082,SUP019,WH02,2024-09-02,2024-09-01,593.56,346
ORD00390,2024-09-23,SKU0066,SUP018,WH07,2024-10-11,2024-10-11,374.16,219
ORD00391,2024-12-09,SKU0010,SUP005,WH10,2025-01-11,2025-01-09,1542.72,65
ORD00392,2024-09-23,SKU0029,SUP004,WH07,2024-10-04,2024-10-04,285.45,329
ORD00393,2024-05-04,SKU0077,SUP004,WH01,2024-05-15,2024-05-15,1190.29,142
ORD00394,2024-03-14,SKU0033,SUP016,WH07,2024-04-16,2024-04-15,1099.35,235
ORD00395,2024-07-12,SKU0018,SUP005,WH01,2024-08-14,2024-08-14,1344.53,484
ORD00396,2024-06-12,SKU0095,SUP010,WH02,2024-07-14,2024-07-13,1711.03,126
ORD00397,2024-04-24,SKU0049,SUP016,WH03,2024-05-27,2024-05-26,1637.56,443
ORD00398,2024-10-23,SKU0087,SUP009,WH04,2024-11-20,2024-11-20,169.88,237
ORD00399,2024-11-27,SKU0029,SUP002,WH01,2024-12-11,2024-12-09,1047.36,466
ORD00400,2024-05-19,SKU0036,SUP008,WH01,2024-06-03,2024-06-02,435.29,426
ORD00401,2024-09-05,SKU0035,SUP002,WH08,2024-09-19,2024-09-17,196.08,417
ORD00402,2024-12-25,SKU0038,SUP008,WH05,2025-01-09,2025-01-09,122.61,111
ORD00403,2024-01-05,SKU0044,SUP015,WH02,2024-02-04,2024-02-16,353.18,397
ORD00404,2024-05-13,SKU0030,SUP011,WH05,2024-06-24,2024-06-23,1626.97,189
ORD00405,2024-09-26,SKU0082,SUP014,WH07,2024-11-03,2024-11-02,620.2,455
ORD00406,2024-06-30,SKU0033,SUP003,WH08,2024-07-24,2024-07-22,370.71,495
ORD00407,2024-10-16,SKU0045,SUP016,WH03,2024-11-18,2024-11-16,1769.06,309
ORD00408,2024-06-22,SKU0087,SUP009,WH02,2024-07-20,2024-07-19,829.65,457
ORD00409,2024-01-24,SKU0044,SUP006,WH10,2024-02-18,2024-02-17,1970.1,271
ORD00410,2024-06-07,SKU0002,SUP014,WH07,2024-07-15,2024-07-17,1024.37,26
ORD00411,2024-05-27,SKU0001,SUP003,WH10,2024-06-20,2024-06-18,1792.56,438
ORD00412,2024-11-04,SKU0044,SUP010,WH04,2024-12-06,2024-12-11,1858.44,269
ORD00413,2024-02-23,SKU0065,SUP009,WH02,2024-03-22,2024-03-22,648.1,31
ORD00414,2024-02-26,SKU0095,SUP004,WH04,2024-03-08,2024-03-07,991.14,42
ORD00415,2024-02-21,SKU0014,SUP020,WH04,2024-03-30,2024-03-28,982.56,364
ORD00416,2024-07-26,SKU0055,SUP008,WH08,2024-08-10,2024-08-10,497.39,462
ORD00417,2024-12-29,SKU0029,SUP001,WH08,2025-02-04,2025-02-04,1531.78,351
ORD00418,2024-08-13,SKU0046,SUP009,WH01,2024-09-10,2024-09-09,1940.38,226
ORD00419,2024-10-24,SKU0045,SUP020,WH06,2024-12-01,2024-12-05,217.96,160
ORD00420,2024-11-06,SKU0032,SUP014,WH04,2024-12-14,2024-12-12,462.47,215
ORD00421,2024-08-07,SKU0002,SUP013,WH07,2024-08-20,2024-08-20,552.3,168
ORD00422,2024-08-10,SKU0008,SUP019,WH04,2024-09-15,2024-09-14,78.01,143
ORD00423,2024-03-29,SKU0053,SUP002,WH06,2024-04-12,2024-04-12,747.66,72
ORD00424,2024-12-16,SKU0023,SUP012,WH08,2025-01-08,2025-01-06,178.9,288
ORD00425,2024-10-14,SKU0033,SUP007,WH03,2024-11-02,2024-11-07,1373.15,117
ORD00426,2024-11-14,SKU0010,SUP014,WH02,2024-12-22,2024-12-20,359.59,81
ORD00427,2024-12-25,SKU0005,SUP018,WH08,2025-01-12,2025-01-13,1808.36,145
ORD00428,2024-05-07,SKU0013,SUP002,WH10,2024-05-21,2024-05-20,155.78,401
ORD00429,2024-02-22,SKU0038,SUP004,WH05,2024-03-04,2024-03-03,1456.48,290
ORD00430,2024-11-09,SKU0017,SUP020,WH10,2024-12-17,2024-12-26,1422.82,250
ORD00431,2024-06-21,SKU0024,SUP010,WH02,2024-07-23,2024-07-30,1819.19,300
ORD00432,2024-12-15,SKU0031,SUP007,WH09,2025-01-03,2025-01-06,150.9,287
ORD00433,2024-09-10,SKU0030,SUP004,WH10,2024-09-21,2024-10-05,942.28,253
ORD00434,2024-04-03,SKU0002,SUP008,WH03,2024-04-18,2024-04-20,127.96,421
ORD00435,2024-05-09,SKU0012,SUP001,WH02,2024-06-15,2024-06-15,1738.36,367
ORD00436,2024-08-10,SKU0096,SUP005,WH07,2024-09-12,2024-09-10,76.08,100
ORD00437,2024-05-23,SKU0067,SUP004,WH09,2024-06-03,2024-06-03,1963.35,410
ORD00438,2024-04-12,SKU0013,SUP002,WH01,2024-04-26,2024-04-24,109.22,95
ORD00439,2024-03-17,SKU0029,SUP020,WH07,2024-04-24,2024-04-24,1998.23,48
ORD00440,2024-08-25,SKU0039,SUP016,WH09,2024-09-27,2024-09-25,1604.38,216
ORD00441,2024-01-13,SKU0091,SUP019,WH01,2024-02-18,2024-02-16,1775.4,202
ORD00442,2024-02-04,SKU0088,SUP005,WH06,2024-03-08,2024-03-07,1430.47,395
ORD00443,2024-01-16,SKU0078,SUP006,WH01,2024-02-10,2024-02-09,487.42,350
ORD00444,2024-09-24,SKU0011,SUP006,WH02,2024-10-19,2024-10-19,1049.46,38
ORD00445,2024-01-11,SKU0050,SUP012,WH05,2024-02-03,2024-02-02,692.46,254
ORD00446,2024-06-02,SKU0049,SUP004,WH04,2024-06-13,2024-06-12,396.95,399
ORD00447,2024-02-14,SKU0064,SUP005,WH01,2024-03-18,2024-03-17,1424.78,369
ORD00448,2024-08-02,SKU0085,SUP020,WH09,2024-09-09,2024-09-21,696.08,255
ORD00449,2024-01-13,SKU0033,SUP008,WH03,2024-01-28,2024-01-26,299.87,311
ORD00450,2024-01-10,SKU0056,SUP016,WH09,2024-02-12,2024-02-16,269.4,285
ORD00451,2024-05-30,SKU0027,SUP005,WH02,2024-07-02,2024-06-30,262.19,123
ORD00452,2024-09-10,SKU0022,SUP019,WH06,2024-10-16,2024-10-25,1922.41,286
ORD00453,2024-02-10,SKU0032,SUP014,WH08,2024-03-19,2024-03-18,100.32,340
ORD00454,2024-06-30,SKU0074,SUP018,WH05,2024-07-18,2024-07-18,1717.89,37
ORD00455,2024-10-22,SKU0044,SUP011,WH05,2024-12-03,2024-12-02,718.78,350
ORD00456,2024-08-16,SKU0069,SUP019,WH08,2024-09-21,2024-09-20,281.31,132
ORD00457,2024-09-30,SKU0070,SUP008,WH01,2024-10-15,2024-10-14,749.65,13
ORD00458,2024-04-25,SKU0037,SUP010,WH09,2024-05-27,2024-05-26,1654.84,380
ORD00459,2024-12-09,SKU0096,SUP002,WH07,2024-12-23,2024-12-22,1765.83,201
ORD00460,2024-02-23,SKU0005,SUP004,WH08,2024-03-05,2024-03-04,1263.99,212
ORD00461,2024-08-08,SKU0090,SUP016,WH05,2024-09-10,2024-09-12,1408.25,315
ORD00462,2024-06-07,SKU0001,SUP007,WH04,2024-06-26,2024-07-07,1392.91,284
ORD00463,2024-01-12,SKU0039,SUP003,WH06,2024-02-05,2024-02-12,63.07,314
ORD00464,2024-12-10,SKU0083,SUP006,WH07,2025-01-04,2025-01-03,1412.34,472
ORD00465,2024-09-13,SKU0069,SUP008,WH10,2024-09-28,2024-09-27,1106.55,329
ORD00466,2024-03-24,SKU0033,SUP015,WH09,2024-04-23,2024-04-23,267.1,32
ORD00467,2024-01-20,SKU0089,SUP002,WH01,2024-02-03,2024-02-03,79.48,118
ORD00468,2024-09-03,SKU0014,SUP001,WH02,2024-10-10,2024-10-10,358.48,230
ORD00469,2024-07-17,SKU0068,SUP015,WH10,2024-08-16,2024-08-16,308.17,241
ORD00470,2024-01-19,SKU0052,SUP003,WH04,2024-02-12,2024-02-12,1140.39,187
ORD00471,2024-12-25,SKU0021,SUP009,WH06,2025-01-22,2025-01-22,1962.46,100
ORD00472,2024-09-19,SKU0093,SUP014,WH01,2024-10-27,2024-10-26,1626.95,62
ORD00473,2024-06-17,SKU0077,SUP011,WH02,2024-07-29,2024-07-28,862.74,81
ORD00474,2024-03-28,SKU0001,SUP003,WH05,2024-04-21,2024-04-24,890.39,475
ORD00475,2024-04-08,SKU0009,SUP015,WH08,2024-05-08,2024-05-06,1016.4,203
ORD00476,2024-06-13,SKU0006,SUP001,WH08,2024-07-20,2024-07-19,1356.26,481
ORD00477,2024-01-21,SKU0042,SUP005,WH09,2024-02-23,2024-02-23,746.34,174
ORD00478,2024-05-14,SKU0042,SUP003,WH02,2024-06-07,2024-06-06,1424.84,162
ORD00479,2024-03-20,SKU0073,SUP011,WH03,2024-05-01,2024-04-29,1679.16,249
ORD00480,2024-02-11,SKU0068,SUP014,WH06,2024-03-20,2024-03-20,1930.53,473
ORD00481,2024-02-15,SKU0002,SUP013,WH06,2024-02-28,2024-02-26,1580.14,285
ORD00482,2024-05-06,SKU0048,SUP003,WH01,2024-05-30,2024-05-30,1636.18,27
ORD00483,2024-05-19,SKU0079,SUP007,WH05,2024-06-07,2024-06-20,1583.05,143
ORD00484,2024-05-07,SKU0090,SUP003,WH09,2024-05-31,2024-06-02,844.58,490
ORD00485,2024-09-08,SKU0030,SUP007,WH02,2024-09-27,2024-10-10,902.03,85
ORD00486,2024-07-09,SKU0005,SUP005,WH09,2024-08-11,2024-08-10,220.77,419
ORD00487,2024-03-11,SKU0016,SUP015,WH05,2024-04-10,2024-04-21,527.09,465
ORD00488,2024-12-20,SKU0035,SUP016,WH06,2025-01-22,2025-01-20,1046.38,115
ORD00489,2024-09-23,SKU0045,SUP017,WH07,2024-10-03,2024-10-03,274.42,283
ORD00490,2024-06-20,SKU0036,SUP005,WH08,2024-07-23,2024-07-21,1491.85,303
ORD00491,2024-01-18,SKU0010,SUP001,WH07,2024-02-24,2024-02-23,1012.82,398
ORD00492,2024-11-29,SKU0035,SUP001,WH02,2025-01-05,2025-01-04,1080.24,401
ORD00493,2024-09-28,SKU0029,SUP017,WH03,2024-10-08,2024-10-08,1826.25,39
ORD00494,2024-06-17,SKU0049,SUP019,WH09,2024-07-23,2024-07-21,268.37,166
ORD00495,2024-02-29,SKU0008,SUP005,WH01,2024-04-02,2024-04-06,1057.7,470
ORD00496,2024-02-09,SKU0080,SUP018,WH08,2024-02-27,2024-02-26,1843.95,183
ORD00497,2024-04-15,SKU0042,SUP011,WH06,2024-05-27,2024-05-27,803.64,130
ORD00498,2024-03-25,SKU0032,SUP004,WH02,2024-04-05,2024-04-03,1778.11,318
ORD00499,2024-03-17,SKU0091,SUP007,WH02,2024-04-05,2024-04-08,1239.29,105
ORD00500,2024-05-28,SKU0075,SUP006,WH10,2024-06-22,2024-06-22,744.01,82
ORD00501,2024-01-18,SKU0014,SUP016,WH01,2024-02-20,2024-02-19,848.88,401
ORD00502,2024-04-28,SKU0015,SUP004,WH01,2024-05-09,2024-05-08,1601.75,67
ORD00503,2024-11-13,SKU0001,SUP004,WH01,2024-11-24,2024-11-22,577.1,446
ORD00504,2024-11-12,SKU0057,SUP015,WH07,2024-12-12,2024-12-10,1044.52,132
ORD00505,2024-01-04,SKU0036,SUP007,WH10,2024-01-23,2024-01-21,1602.02,62
ORD00506,2024-09-04,SKU0038,SUP006,WH02,2024-09-29,2024-09-29,1186.8,373
ORD00507,2024-12-27,SKU0051,SUP017,WH08,2025-01-06,2025-01-06,1743.05,96
ORD00508,2024-07-30,SKU0054,SUP019,WH08,2024-09-04,2024-09-04,882.07,189
ORD00509,2024-05-22,SKU0001,SUP012,WH03,2024-06-14,2024-06-13,431.02,182
ORD00510,2024-06-28,SKU0011,SUP017,WH01,2024-07-08,2024-07-08,1581.74,258
ORD00511,2024-03-18,SKU0079,SUP017,WH05,2024-03-28,2024-03-28,787.59,241
ORD00512,2024-05-25,SKU0096,SUP012,WH01,2024-06-17,2024-06-15,203.71,105
ORD00513,2024-12-07,SKU0084,SUP017,WH02,2024-12-17,2024-12-15,1326.23,124
ORD00514,2024-08-11,SKU0091,SUP001,WH05,2024-09-17,2024-09-17,772.97,105
ORD00515,2024-06-06,SKU0047,SUP001,WH09,2024-07-13,2024-07-11,707.24,37
ORD00516,2024-02-15,SKU0083,SUP018,WH10,2024-03-04,2024-03-03,957.8,328
ORD00517,2024-11-26,SKU0089,SUP003,WH07,2024-12-20,2024-12-19,1105.22,240
ORD00518,2024-02-29,SKU0090,SUP015,WH03,2024-03-30,2024-03-29,370.27,63
ORD00519,2024-09-20,SKU0015,SUP009,WH04,2024-10-18,2024-10-16,948.2,172
ORD00520,2024-04-20,SKU0015,SUP016,WH07,2024-05-23,2024-05-22,1114.19,337
ORD00521,2024-04-11,SKU0041,SUP014,WH02,2024-05-19,2024-05-17,349.38,149
ORD00522,2024-03-03,SKU0051,SUP002,WH06,2024-03-17,2024-03-17,1083.98,206
ORD00523,2024-05-16,SKU0096,SUP007,WH08,2024-06-04,2024-06-07,776.87,374
ORD00524,2024-09-04,SKU0032,SUP015,WH09,2024-10-04,2024-10-03,480.43,338
ORD00525,2024-06-01,SKU0084,SUP019,WH01,2024-07-07,2024-07-07,818.12,353
ORD00526,2024-01-10,SKU0089,SUP017,WH03,2024-01-20,2024-01-19,357.34,197
ORD00527,2024-04-06,SKU0097,SUP018,WH03,2024-04-24,2024-04-22,891.93,247
ORD00528,2024-02-28,SKU0019,SUP020,WH06,2024-04-06,2024-04-04,1834.39,424
ORD00529,2024-05-26,SKU0025,SUP018,WH02,2024-06-13,2024-06-11,1758.88,437
ORD00530,2024-11-25,SKU0022,SUP012,WH10,2024-12-18,2024-12-21,1641.02,37
ORD00531,2024-12-17,SKU0074,SUP007,WH10,2025-01-05,2025-01-14,1324.68,420
ORD00532,2024-12-30,SKU0069,SUP011,WH04,2025-02-10,2025-02-18,1016.19,447
ORD00533,2024-02-11,SKU0041,SUP016,WH05,2024-03-15,2024-03-14,1890.49,471
ORD00534,2024-06-26,SKU0009,SUP009,WH05,2024-07-24,2024-07-23,1416.6,141
ORD00535,2024-01-17,SKU0053,SUP017,WH01,2024-01-27,2024-01-27,1700.15,255
ORD00536,2024-06-29,SKU0074,SUP015,WH09,2024-07-29,2024-07-27,1643.41,30
ORD00537,2024-07-29,SKU0048,SUP005,WH08,2024-08-31,2024-08-29,1309.85,63
ORD00538,2024-10-09,SKU0027,SUP019,WH04,2024-11-14,2024-11-25,1779.38,285
ORD00539,2024-05-02,SKU0060,SUP017,WH06,2024-05-12,2024-05-11,196.81,110
ORD00540,2024-01-14,SKU0067,SUP012,WH04,2024-02-06,2024-02-15,1186.0,119
ORD00541,2024-06-14,SKU0060,SUP004,WH03,2024-06-25,2024-06-23,1901.14,155
ORD00542,2024-06-04,SKU0088,SUP005,WH04,2024-07-07,2024-07-07,1311.0,235
ORD00543,2024-08-15,SKU0032,SUP017,WH02,2024-08-25,2024-08-24,435.75,84
ORD00544,2024-02-06,SKU0061,SUP001,WH09,2024-03-14,2024-03-13,1055.75,403
ORD00545,2024-08-11,SKU0086,SUP010,WH07,2024-09-12,2024-09-12,1367.0,337
ORD00546,2024-05-26,SKU0022,SUP013,WH10,2024-06-08,2024-06-07,1228.6,397
ORD00547,2024-09-26,SKU0029,SUP005,WH01,2024-10-29,2024-11-02,542.84,463
ORD00548,2024-12-25,SKU0005,SUP018,WH07,2025-01-12,2025-01-11,1075.2,304
ORD00549,2024-03-24,SKU0038,SUP011,WH06,2024-05-05,2024-05-03,1709.97,187
ORD00550,2024-10-02,SKU0005,SUP002,WH07,2024-10-16,2024-10-15,1793.96,489
ORD00551,2024-02-16,SKU0075,SUP007,WH10,2024-03-06,2024-03-06,124.27,287
ORD00552,2024-12-25,SKU0009,SUP008,WH04,2025-01-09,2025-01-09,1854.41,237
ORD00553,2024-06-24,SKU0070,SUP005,WH02,2024-07-27,2024-07-27,297.69,213
ORD00554,2024-09-29,SKU0058,SUP019,WH01,2024-11-04,2024-11-02,1386.95,29
ORD00555,2024-10-10,SKU0099,SUP008,WH05,2024-10-25,2024-10-23,339.61,478
ORD00556,2024-08-09,SKU0035,SUP011,WH02,2024-09-20,2024-09-26,1996.3,411
ORD00557,2024-05-20,SKU0035,SUP011,WH02,2024-07-01,2024-06-30,1966.09,352
ORD00558,2024-10-02,SKU0025,SUP005,WH02,2024-11-04,2024-11-02,330.6,118
ORD00559,2024-06-22,SKU0054,SUP012,WH03,2024-07-15,2024-07-21,1796.76,464
ORD00560,2024-08-28,SKU0022,SUP008,WH02,2024-09-12,2024-09-11,1366.56,96
ORD00561,2024-08-11,SKU0012,SUP001,WH05,2024-09-17,2024-09-15,1057.55,128
ORD00562,2024-06-18,SKU0095,SUP009,WH07,2024-07-16,2024-07-15,125.27,44
ORD00563,2024-02-12,SKU0068,SUP012,WH03,2024-03-06,2024-03-12,1726.45,151
ORD00564,2024-04-16,SKU0012,SUP003,WH02,2024-05-10,2024-05-19,55.45,170
ORD00565,2024-12-08,SKU0062,SUP016,WH06,2025-01-10,2025-01-10,1060.08,399
ORD00566,2024-07-08,SKU0031,SUP014,WH01,2024-08-15,2024-08-15,1143.88,169
ORD00567,2024-08-20,SKU0019,SUP007,WH08,2024-09-08,2024-09-09,1500.02,478
ORD00568,2024-04-04,SKU0048,SUP012,WH04,2024-04-27,2024-04-27,523.7,158
ORD00569,2024-09-14,SKU0079,SUP007,WH05,2024-10-03,2024-10-12,890.13,267
ORD00570,2024-06-26,SKU0001,SUP013,WH03,2024-07-09,2024-07-08,1201.06,300
ORD00571,2024-03-20,SKU0036,SUP004,WH03,2024-03-31,2024-03-29,1165.88,416
ORD00572,2024-02-23,SKU0093,SUP013,WH02,2024-03-07,2024-03-05,1137.17,378
