Date,Warehouse_ID,SKU,Stock_On_Hand,Average_Daily_Demand
2025-01-07,WH01,SKU0062,99,34
2025-01-08,WH01,SKU0062,119,38
2025-01-09,WH01,SKU0062,98,43
2025-01-10,WH01,SKU0062,127,39
2025-01-11,WH01,SKU0062,137,43
2025-01-12,WH01,SKU0062,136,36
2025-01-13,WH01,SKU0062,133,39
2025-01-14,WH01,SKU0062,127,42
2025-01-15,WH01,SKU0062,104,38
2025-01-16,WH01,SKU0062,103,36
2025-01-17,WH01,SKU0062,114,42
2025-01-18,WH01,SKU0062,132,37
2025-01-19,WH01,SKU0062,111,39
2025-01-20,WH01,SKU0062,134,43
2025-01-21,WH01,SKU0062,107,35
2025-01-22,WH01,SKU0062,126,37
2025-01-23,WH01,SKU0062,105,34
2025-01-24,WH01,SKU0062,114,37
2025-01-25,WH01,SKU0062,120,36
2025-01-26,WH01,SKU0062,126,40
2025-01-27,WH01,SKU0062,116,35
2025-01-28,WH01,SKU0062,118,40
2025-01-29,WH01,SKU0062,112,36
2025-01-30,WH01,SKU0062,118,37
2025-01-01,WH01,SKU0063,222,19
2025-01-02,WH01,SKU0063,228,16
2025-01-03,WH01,SKU0063,236,15
2025-01-04,WH01,SKU0063,214,20
2025-01-05,WH01,SKU0063,212,17
2025-01-06,WH01,SKU0063,220,14
2025-01-07,WH01,SKU0063,211,21
2025-01-08,WH01,SKU0063,227,15
2025-01-09,WH01,SKU0063,239,12
2025-01-10,WH01,SKU0063,232,16
2025-01-11,WH01,SKU0063,232,13
2025-01-12,WH01,SKU0063,248,14
2025-01-13,WH01,SKU0063,237,19
2025-01-14,WH01,SKU0063,223,13
2025-01-15,WH01,SKU0063,221,20
2025-01-16,WH01,SKU0063,246,21
2025-01-17,WH01,SKU0063,219,18
2025-01-18,WH01,SKU0063,216,19
2025-01-19,WH01,SKU0063,226,19
2025-01-20,WH01,SKU0063,237,21
2025-01-21,WH01,SKU0063,229,15
2025-01-22,WH01,SKU0063,231,13
2025-01-23,WH01,SKU0063,214,17
2025-01-24,WH01,SKU0063,243,17
2025-01-25,WH01,SKU0063,241,13
2025-01-26,WH01,SKU0063,227,18
2025-01-27,WH01,SKU0063,223,12
2025-01-28,WH01,SKU0063,212,21
2025-01-29,WH01,SKU0063,234,14
2025-01-30,WH01,SKU0063,220,12
2025-01-01,WH01,SKU0064,485,5
2025-01-02,WH01,SKU0064,468,5
2025-01-03,WH01,SKU0064,487,3
2025-01-04,WH01,SKU0064,469,5
2025-01-05,WH01,SKU0064,465,4
2025-01-06,WH01,SKU0064,491,6
2025-01-07,WH01,SKU0064,471,6
2025-01-08,WH01,SKU0064,494,6
2025-01-09,WH01,SKU0064,468,6
2025-01-10,WH01,SKU0064,468,3
2025-01-11,WH01,SKU0064,479,3
2025-01-12,WH01,SKU0064,464,5
2025-01-13,WH01,SKU0064,466,10
2025-01-14,WH01,SKU0064,478,12
2025-01-15,WH01,SKU0064,469,12
2025-01-16,WH01,SKU0064,456,8
2025-01-17,WH01,SKU0064,486,8
2025-01-18,WH01,SKU0064,492,6
2025-01-19,WH01,SKU0064,456,10
2025-01-20,WH01,SKU0064,457,10
2025-01-21,WH01,SKU0064,484,11
2025-01-22,WH01,SKU0064,474,11
2025-01-23,WH01,SKU0064,461,7
2025-01-24,WH01,SKU0064,459,10
2025-01-25,WH01,SKU0064,483,11
2025-01-26,WH01,SKU0064,485,6
2025-01-27,WH01,SKU0064,457,12
2025-01-28,WH01,SKU0064,474,3
2025-01-29,WH01,SKU0064,492,12
2025-01-30,WH01,SKU0064,472,10
2025-01-01,WH01,SKU0065,57,9
2025-01-02,WH01,SKU0065,51,3
2025-01-03,WH01,SKU0065,72,10
2025-01-04,WH01,SKU0065,75,10
2025-01-05,WH01,SKU0065,78,9
2025-01-06,WH01,SKU0065,66,11
2025-01-07,WH01,SKU0065,59,3
2025-01-08,WH01,SKU0065,76,5
2025-01-09,WH01,SKU0065,85,7
2025-01-10,WH01,SKU0065,80,3
2025-01-11,WH01,SKU0065,72,7
2025-01-12,WH01,SKU0065,64,5
2025-01-13,WH01,SKU0065,84,6
2025-01-14,WH01,SKU0065,80,7
2025-01-15,WH01,SKU0065,47,11
2025-01-16,WH01,SKU0065,53,5
2025-01-17,WH01,SKU0065,80,11
2025-01-18,WH01,SKU0065,82,7
2025-01-19,WH01,SKU0065,76,6
2025-01-20,WH01,SKU0065,75,8
2025-01-21,WH01,SKU0065,48,7
2025-01-22,WH01,SKU0065,64,5
2025-01-23,WH01,SKU0065,60,8
2025-01-24,WH01,SKU0065,47,4
2025-01-25,WH01,SKU0065,76,6
2025-01-26,WH01,SKU0065,70,8
2025-01-27,WH01,SKU0065,68,7
2025-01-28,WH01,SKU0065,65,11
2025-01-29,WH01,SKU0065,84,5
2025-01-30,WH01,SKU0065,72,12
2025-01-01,WH01,SKU0066,0,44
2025-01-02,WH01,SKU0066,0,59
2025-01-03,WH01,SKU0066,0,47
2025-01-04,WH01,SKU0066,0,55
2025-01-05,WH01,SKU0066,0,34
2025-01-06,WH01,SKU0066,0,34
2025-01-07,WH01,SKU0066,0,57
2025-01-08,WH01,SKU0066,0,45
2025-01-09,WH01,SKU0066,0,46
2025-01-10,WH01,SKU0066,0,35
2025-01-11,WH01,SKU0066,0,36
2025-01-12,WH01,SKU0066,0,54
2025-01-13,WH01,SKU0066,0,39
2025-01-14,WH01,SKU0066,0,47
2025-01-15,WH01,SKU0066,0,39
2025-01-16,WH01,SKU0066,0,37
2025-01-17,WH01,SKU0066,0,34
2025-01-18,WH01,SKU0066,0,57
2025-01-19,WH01,SKU0066,0,58
2025-01-20,WH01,SKU0066,0,33
2025-01-21,WH01,SKU0066,0,40
2025-01-22,WH01,SKU0066,0,46
2025-01-23,WH01,SKU0066,0,41
2025-01-24,WH01,SKU0066,0,51
2025-01-25,WH01,SKU0066,0,37
2025-01-26,WH01,SKU0066,0,31
2025-01-27,WH01,SKU0066,0,40
2025-01-28,WH01,SKU0066,0,47
2025-01-29,WH01,SKU0066,0,35
2025-01-30,WH01,SKU0066,0,54
2025-01-01,WH01,SKU0067,55,7
2025-01-02,WH01,SKU0067,46,4
2025-01-03,WH01,SKU0067,37,8
2025-01-04,WH01,SKU0067,50,3
2025-01-05,WH01,SKU0067,50,11
2025-01-06,WH01,SKU0067,45,10
2025-01-07,WH01,SKU0067,45,3
2025-01-08,WH01,SKU0067,45,5
2025-01-09,WH01,SKU0067,39,7
2025-01-10,WH01,SKU0067,48,9
2025-01-11,WH01,SKU0067,54,6
2025-01-12,WH01,SKU0067,53,3
2025-01-13,WH01,SKU0067,63,3
2025-01-14,WH01,SKU0067,63,11
2025-01-15,WH01,SKU0067,65,6
2025-01-16,WH01,SKU0067,47,10
2025-01-17,WH01,SKU0067,45,6
2025-01-18,WH01,SKU0067,65,11
2025-01-19,WH01,SKU0067,71,2
2025-01-20,WH01,SKU0067,70,3
2025-01-21,WH01,SKU0067,58,11
2025-01-22,WH01,SKU0067,61,11
2025-01-23,WH01,SKU0067,48,5
2025-01-24,WH01,SKU0067,48,5
2025-01-25,WH01,SKU0067,62,6
2025-01-26,WH01,SKU0067,64,6
2025-01-27,WH01,SKU0067,47,3
2025-01-28,WH01,SKU0067,57,10
2025-01-29,WH01,SKU0067,69,4
2025-01-30,WH01,SKU0067,54,9
2025-01-01,WH01,SKU0068,636,0
2025-01-02,WH01,SKU0068,415,0
2025-01-03,WH01,SKU0068,446,0
2025-01-04,WH01,SKU0068,661,0
2025-01-05,WH01,SKU0068,441,0
2025-01-06,WH01,SKU0068,535,0
2025-01-07,WH01,SKU0068,635,0
2025-01-08,WH01,SKU0068,662,0
2025-01-09,WH01,SKU0068,578,0
2025-01-10,WH01,SKU0068,437,0
2025-01-11,WH01,SKU0068,719,0
2025-01-12,WH01,SKU0068,779,0
2025-01-13,WH01,SKU0068,755,0
2025-01-14,WH01,SKU0068,699,0
2025-01-15,WH01,SKU0068,560,0
2025-01-16,WH01,SKU0068,750,0
2025-01-17,WH01,SKU0068,595,0
2025-01-18,WH01,SKU0068,454,0
2025-01-19,WH01,SKU0068,740,0
2025-01-20,WH01,SKU0068,528,0
2025-01-21,WH01,SKU0068,775,0
2025-01-22,WH01,SKU0068,547,0
2025-01-23,WH01,SKU0068,747,0
2025-01-24,WH01,SKU0068,614,0
2025-01-25,WH01,SKU0068,586,0
2025-01-26,WH01,SKU0068,518,0
2025-01-27,WH01,SKU0068,734,0
2025-01-28,WH01,SKU0068,424,0
2025-01-29,WH01,SKU0068,587,0
2025-01-30,WH01,SKU0068,547,0
2025-01-01,WH01,SKU0069,665,0
2025-01-02,WH01,SKU0069,554,0
2025-01-03,WH01,SKU0069,475,0
2025-01-04,WH01,SKU0069,478,0
2025-01-05,WH01,SKU0069,678,0
2025-01-06,WH01,SKU0069,504,0
2025-01-07,WH01,SKU0069,522,0
2025-01-08,WH01,SKU0069,650,0
2025-01-09,WH01,SKU0069,531,0
2025-01-10,WH01,SKU0069,555,0
2025-01-11,WH01,SKU0069,497,0
2025-01-12,WH01,SKU0069,538,0
2025-01-13,WH01,SKU0069,677,0
2025-01-14,WH01,SKU0069,613,0
2025-01-15,WH01,SKU0069,799,0
2025-01-16,WH01,SKU0069,708,0
2025-01-17,WH01,SKU0069,406,0
2025-01-18,WH01,SKU0069,551,0
2025-01-19,WH01,SKU0069,515,0
2025-01-20,WH01,SKU0069,635,0
2025-01-21,WH01,SKU0069,506,0
2025-01-22,WH01,SKU0069,786,0
2025-01-23,WH01,SKU0069,519,0
2025-01-24,WH01,SKU0069,608,0
2025-01-25,WH01,SKU0069,449,0
2025-01-26,WH01,SKU0069,763,0
2025-01-27,WH01,SKU0069,764,0
2025-01-28,WH01,SKU0069,717,0
2025-01-29,WH01,SKU0069,540,0
2025-01-30,WH01,SKU0069,423,0
2025-01-01,WH01,SKU0070,388,21
2025-01-02,WH01,SKU0070,370,24
2025-01-03,WH01,SKU0070,381,19
2025-01-04,WH01,SKU0070,349,15
2025-01-05,WH01,SKU0070,366,20
2025-01-06,WH01,SKU0070,350,16
2025-01-07,WH01,SKU0070,377,22
2025-01-08,WH01,SKU0070,350,20
2025-01-09,WH01,SKU0070,352,22
2025-01-10,WH01,SKU0070,382,23
2025-01-11,WH01,SKU0070,372,21
2025-01-12,WH01,SKU0070,386,21
2025-01-13,WH01,SKU0070,366,22
2025-01-14,WH01,SKU0070,372,23
2025-01-15,WH01,SKU0070,369,23
2025-01-16,WH01,SKU0070,350,15
2025-01-17,WH01,SKU0070,352,20
2025-01-18,WH01,SKU0070,377,17
2025-01-19,WH01,SKU0070,355,23
2025-01-20,WH01,SKU0070,379,21
2025-01-21,WH01,SKU0070,368,19
2025-01-22,WH01,SKU0070,349,16
2025-01-23,WH01,SKU0070,384,18
2025-01-24,WH01,SKU0070,377,22
2025-01-25,WH01,SKU0070,361,17
2025-01-26,WH01,SKU0070,376,15
2025-01-27,WH01,SKU0070,368,23
2025-01-28,WH01,SKU0070,377,22
2025-01-29,WH01,SKU0070,352,16
2025-01-30,WH01,SKU0070,360,17
2025-01-01,WH01,SKU0071,123,41
2025-01-02,WH01,SKU0071,140,40
2025-01-03,WH01,SKU0071,125,37
2025-01-04,WH01,SKU0071,141,36
2025-01-05,WH01,SKU0071,144,34
2025-01-06,WH01,SKU0071,119,41
2025-01-07,WH01,SKU0071,141,34
2025-01-08,WH01,SKU0071,152,34
2025-01-09,WH01,SKU0071,155,41
2025-01-10,WH01,SKU0071,156,43
2025-01-11,WH01,SKU0071,129,41
2025-01-12,WH01,SKU0071,125,38
2025-01-13,WH01,SKU0071,126,38
2025-01-14,WH01,SKU0071,151,38
2025-01-15,WH01,SKU0071,120,37
2025-01-16,WH01,SKU0071,148,39
2025-01-17,WH01,SKU0071,139,38
2025-01-18,WH01,SKU0071,128,39
2025-01-19,WH01,SKU0071,142,42
2025-01-20,WH01,SKU0071,141,43
2025-01-21,WH01,SKU0071,150,34
2025-01-22,WH01,SKU0071,132,37
2025-01-23,WH01,SKU0071,117,35
2025-01-24,WH01,SKU0071,147,37
2025-01-25,WH01,SKU0071,122,36
2025-01-26,WH01,SKU0071,127,35
2025-01-27,WH01,SKU0071,121,41
2025-01-28,WH01,SKU0071,149,38
2025-01-29,WH01,SKU0071,141,43
2025-01-30,WH01,SKU0071,150,34
2025-01-01,WH01,SKU0072,459,6
2025-01-02,WH01,SKU0072,487,2
2025-01-03,WH01,SKU0072,469,4
2025-01-04,WH01,SKU0072,473,11
2025-01-05,WH01,SKU0072,471,4
2025-01-06,WH01,SKU0072,462,3
2025-01-07,WH01,SKU0072,463,7
2025-01-08,WH01,SKU0072,474,6
2025-01-09,WH01,SKU0072,491,7
2025-01-10,WH01,SKU0072,464,5
2025-01-11,WH01,SKU0072,470,10
2025-01-12,WH01,SKU0072,470,3
2025-01-13,WH01,SKU0072,487,6
2025-01-14,WH01,SKU0072,461,8
2025-01-15,WH01,SKU0072,466,10
2025-01-16,WH01,SKU0072,491,5
2025-01-17,WH01,SKU0072,480,7
2025-01-18,WH01,SKU0072,484,2
2025-01-19,WH01,SKU0072,470,3
2025-01-20,WH01,SKU0072,485,2
2025-01-21,WH01,SKU0072,478,9
2025-01-22,WH01,SKU0072,495,4
2025-01-23,WH01,SKU0072,458,9
2025-01-24,WH01,SKU0072,458,2
2025-01-25,WH01,SKU0072,497,10
2025-01-26,WH01,SKU0072,486,10
2025-01-27,WH01,SKU0072,461,2
2025-01-28,WH01,SKU0072,470,2
2025-01-29,WH01,SKU0072,493,2
2025-01-30,WH01,SKU0072,479,10
2025-01-01,WH01,SKU0073,378,13
2025-01-02,WH01,SKU0073,390,12
2025-01-03,WH01,SKU0073,371,15
2025-01-04,WH01,SKU0073,395,12
2025-01-05,WH01,SKU0073,361,13
2025-01-06,WH01,SKU0073,395,17
2025-01-07,WH01,SKU0073,376,9
2025-01-08,WH01,SKU0073,382,16
2025-01-09,WH01,SKU0073,397,8
2025-01-10,WH01,SKU0073,371,12
2025-01-11,WH01,SKU0073,363,16
2025-01-12,WH01,SKU0073,364,14
2025-01-13,WH01,SKU0073,396,14
2025-01-14,WH01,SKU0073,390,10
2025-01-15,WH01,SKU0073,393,12
2025-01-16,WH01,SKU0073,362,11
2025-01-17,WH01,SKU0073,373,13
2025-01-18,WH01,SKU0073,370,12
2025-01-19,WH01,SKU0073,377,11
2025-01-20,WH01,SKU0073,387,11
2025-01-21,WH01,SKU0073,390,10
2025-01-22,WH01,SKU0073,394,11
2025-01-23,WH01,SKU0073,361,9
2025-01-24,WH01,SKU0073,392,16
2025-01-25,WH01,SKU0073,368,14
2025-01-26,WH01,SKU0073,382,9
2025-01-27,WH01,SKU0073,378,14
2025-01-28,WH01,SKU0073,398,16
2025-01-29,WH01,SKU0073,363,10
2025-01-30,WH01,SKU0073,377,9
2025-01-01,WH01,SKU0074,290,0
2025-01-02,WH01,SKU0074,297,7
2025-01-03,WH01,SKU0074,293,9
2025-01-04,WH01,SKU0074,296,0
2025-01-05,WH01,SKU0074,299,7
2025-01-06,WH01,SKU0074,290,0
2025-01-07,WH01,SKU0074,319,5
2025-01-08,WH01,SKU0074,299,7
2025-01-09,WH01,SKU0074,319,3
2025-01-10,WH01,SKU0074,308,0
2025-01-11,WH01,SKU0074,298,5
2025-01-12,WH01,SKU0074,293,9
2025-01-13,WH01,SKU0074,324,2
2025-01-14,WH01,SKU0074,301,1
2025-01-15,WH01,SKU0074,306,1
2025-01-16,WH01,SKU0074,301,5
2025-01-17,WH01,SKU0074,310,5
2025-01-18,WH01,SKU0074,294,7
2025-01-19,WH01,SKU0074,313,7
2025-01-20,WH01,SKU0074,304,8
2025-01-21,WH01,SKU0074,301,8
2025-01-22,WH01,SKU0074,294,2
2025-01-23,WH01,SKU0074,307,5
2025-01-24,WH01,SKU0074,315,2
2025-01-25,WH01,SKU0074,320,3
2025-01-26,WH01,SKU0074,307,9
2025-01-27,WH01,SKU0074,307,6
2025-01-28,WH01,SKU0074,322,9
2025-01-29,WH01,SKU0074,305,4
2025-01-30,WH01,SKU0074,293,5
2025-01-01,WH01,SKU0075,456,18
2025-01-02,WH01,SKU0075,458,19
2025-01-03,WH01,SKU0075,482,22
2025-01-04,WH01,SKU0075,448,17
2025-01-05,WH01,SKU0075,477,26
2025-01-06,WH01,SKU0075,473,18
2025-01-07,WH01,SKU0075,446,18
2025-01-08,WH01,SKU0075,473,24
2025-01-09,WH01,SKU0075,476,17
2025-01-10,WH01,SKU0075,449,26
2025-01-11,WH01,SKU0075,480,24
2025-01-12,WH01,SKU0075,447,17
2025-01-13,WH01,SKU0075,445,23
2025-01-14,WH01,SKU0075,476,23
2025-01-15,WH01,SKU0075,453,24
2025-01-16,WH01,SKU0075,445,25
2025-01-17,WH01,SKU0075,478,24
2025-01-18,WH01,SKU0075,478,22
2025-01-19,WH01,SKU0075,461,20
2025-01-20,WH01,SKU0075,479,23
2025-01-21,WH01,SKU0075,450,26
2025-01-22,WH01,SKU0075,445,22
2025-01-23,WH01,SKU0075,450,23
2025-01-24,WH01,SKU0075,459,21
2025-01-25,WH01,SKU0075,469,24
2025-01-26,WH01,SKU0075,458,26
2025-01-27,WH01,SKU0075,462,18
2025-01-28,WH01,SKU0075,443,19
2025-01-29,WH01,SKU0075,470,22
2025-01-30,WH01,SKU0075,456,21
2025-01-01,WH01,SKU0076,409,20
2025-01-02,WH01,SKU0076,426,24
2025-01-03,WH01,SKU0076,441,25
2025-01-04,WH01,SKU0076,437,25
2025-01-05,WH01,SKU0076,420,26
2025-01-06,WH01,SKU0076,431,27
2025-01-07,WH01,SKU0076,414,26
2025-01-08,WH01,SKU0076,418,27
2025-01-09,WH01,SKU0076,438,26
2025-01-10,WH01,SKU0076,444,25
2025-01-11,WH01,SKU0076,408,26
2025-01-12,WH01,SKU0076,438,21
2025-01-13,WH01,SKU0076,411,22
2025-01-14,WH01,SKU0076,440,25
2025-01-15,WH01,SKU0076,446,28
2025-01-16,WH01,SKU0076,429,26
2025-01-17,WH01,SKU0076,420,20
2025-01-18,WH01,SKU0076,422,25
2025-01-19,WH01,SKU0076,414,22
2025-01-20,WH01,SKU0076,407,27
2025-01-21,WH01,SKU0076,442,28
2025-01-22,WH01,SKU0076,422,25
2025-01-23,WH01,SKU0076,445,25
2025-01-24,WH01,SKU0076,418,23
2025-01-25,WH01,SKU0076,436,24
2025-01-26,WH01,SKU0076,440,28
2025-01-27,WH01,SKU0076,408,27
2025-01-28,WH01,SKU0076,421,25
2025-01-29,WH01,SKU0076,417,23
2025-01-30,WH01,SKU0076,420,20
2025-01-01,WH01,SKU0077,397,6
2025-01-02,WH01,SKU0077,388,8
2025-01-03,WH01,SKU0077,418,14
2025-01-04,WH01,SKU0077,397,10
2025-01-05,WH01,SKU0077,421,7
2025-01-06,WH01,SKU0077,419,6
2025-01-07,WH01,SKU0077,391,8
2025-01-08,WH01,SKU0077,383,13
2025-01-09,WH01,SKU0077,416,8
2025-01-10,WH01,SKU0077,415,12
2025-01-11,WH01,SKU0077,414,13
2025-01-12,WH01,SKU0077,404,6
2025-01-13,WH01,SKU0077,418,11
2025-01-14,WH01,SKU0077,418,14
2025-01-15,WH01,SKU0077,389,9
2025-01-16,WH01,SKU0077,389,5
2025-01-17,WH01,SKU0077,420,14
2025-01-18,WH01,SKU0077,419,13
2025-01-19,WH01,SKU0077,407,10
2025-01-20,WH01,SKU0077,421,10
2025-01-21,WH01,SKU0077,407,7
2025-01-22,WH01,SKU0077,411,13
2025-01-23,WH01,SKU0077,409,9
2025-01-24,WH01,SKU0077,389,5
2025-01-25,WH01,SKU0077,407,11
2025-01-26,WH01,SKU0077,412,14
2025-01-27,WH01,SKU0077,401,13
2025-01-28,WH01,SKU0077,410,7
2025-01-29,WH01,SKU0077,415,5
2025-01-30,WH01,SKU0077,405,14
2025-01-01,WH01,SKU0078,328,37
2025-01-02,WH01,SKU0078,357,38
2025-01-03,WH01,SKU0078,361,36
2025-01-04,WH01,SKU0078,353,36
2025-01-05,WH01,SKU0078,360,33
2025-01-06,WH01,SKU0078,336,32
2025-01-07,WH01,SKU0078,354,34
2025-01-08,WH01,SKU0078,338,40
2025-01-09,WH01,SKU0078,340,33
2025-01-10,WH01,SKU0078,326,34
2025-01-11,WH01,SKU0078,362,37
2025-01-12,WH01,SKU0078,365,34
2025-01-13,WH01,SKU0078,340,33
2025-01-14,WH01,SKU0078,341,37
2025-01-15,WH01,SKU0078,358,35
2025-01-16,WH01,SKU0078,356,38
2025-01-17,WH01,SKU0078,337,41
2025-01-18,WH01,SKU0078,343,33
2025-01-19,WH01,SKU0078,364,41
2025-01-20,WH01,SKU0078,327,41
2025-01-21,WH01,SKU0078,363,40
2025-01-22,WH01,SKU0078,336,38
2025-01-23,WH01,SKU0078,347,38
2025-01-24,WH01,SKU0078,350,38
2025-01-25,WH01,SKU0078,346,38
2025-01-26,WH01,SKU0078,347,32
2025-01-27,WH01,SKU0078,327,41
2025-01-28,WH01,SKU0078,362,37
2025-01-29,WH01,SKU0078,332,39
2025-01-30,WH01,SKU0078,331,35
2025-01-01,WH01,SKU0079,210,5
2025-01-02,WH01,SKU0079,190,5
2025-01-03,WH01,SKU0079,178,4
2025-01-04,WH01,SKU0079,198,3
2025-01-05,WH01,SKU0079,211,2
2025-01-06,WH01,SKU0079,183,5
2025-01-07,WH01,SKU0079,213,3
2025-01-08,WH01,SKU0079,179,9
2025-01-09,WH01,SKU0079,195,1
2025-01-10,WH01,SKU0079,202,3
2025-01-11,WH01,SKU0079,215,2
2025-01-12,WH01,SKU0079,200,5
2025-01-13,WH01,SKU0079,187,4
2025-01-14,WH01,SKU0079,182,6
2025-01-15,WH01,SKU0079,208,9
2025-01-16,WH01,SKU0079,191,2
2025-01-17,WH01,SKU0079,199,6
2025-01-18,WH01,SKU0079,217,0
2025-01-19,WH01,SKU0079,187,2
2025-01-20,WH01,SKU0079,188,4
2025-01-21,WH01,SKU0079,212,0
2025-01-22,WH01,SKU0079,210,6
2025-01-23,WH01,SKU0079,202,6
2025-01-24,WH01,SKU0079,182,7
2025-01-25,WH01,SKU0079,187,5
2025-01-26,WH01,SKU0079,205,6
2025-01-27,WH01,SKU0079,190,3
2025-01-28,WH01,SKU0079,197,0
2025-01-29,WH01,SKU0079,207,0
2025-01-30,WH01,SKU0079,196,6
2025-01-01,WH01,SKU0080,81,34
2025-01-02,WH01,SKU0080,92,39
2025-01-03,WH01,SKU0080,91,41
2025-01-04,WH01,SKU0080,85,42
2025-01-05,WH01,SKU0080,80,39
2025-01-06,WH01,SKU0080,72,40
2025-01-07,WH01,SKU0080,76,40
2025-01-08,WH01,SKU0080,98,42
2025-01-09,WH01,SKU0080,103,35
2025-01-10,WH01,SKU0080,71,43
2025-01-11,WH01,SKU0080,81,34
2025-01-12,WH01,SKU0080,77,42
2025-01-13,WH01,SKU0080,80,34
2025-01-14,WH01,SKU0080,94,35
2025-01-15,WH01,SKU0080,80,34
2025-01-16,WH01,SKU0080,90,38
2025-01-17,WH01,SKU0080,100,37
2025-01-18,WH01,SKU0080,74,35
2025-01-19,WH01,SKU0080,74,38
2025-01-20,WH01,SKU0080,69,38
2025-01-21,WH01,SKU0080,100,41
2025-01-22,WH01,SKU0080,91,42
2025-01-23,WH01,SKU0080,97,40
2025-01-24,WH01,SKU0080,100,35
2025-01-25,WH01,SKU0080,98,36
2025-01-26,WH01,SKU0080,95,43
2025-01-27,WH01,SKU0080,85,34
2025-01-28,WH01,SKU0080,80,38
2025-01-29,WH01,SKU0080,103,43
2025-01-30,WH01,SKU0080,88,43
2025-01-01,WH01,SKU0081,259,20
2025-01-02,WH01,SKU0081,246,18
2025-01-03,WH01,SKU0081,254,21
2025-01-04,WH01,SKU0081,245,14
2025-01-05,WH01,SKU0081,230,15
2025-01-06,WH01,SKU0081,244,20
2025-01-07,WH01,SKU0081,258,16
2025-01-08,WH01,SKU0081,257,20
2025-01-09,WH01,SKU0081,228,17
2025-01-10,WH01,SKU0081,238,22
2025-01-11,WH01,SKU0081,262,22
2025-01-12,WH01,SKU0081,247,18
2025-01-13,WH01,SKU0081,238,21
2025-01-14,WH01,SKU0081,229,16
2025-01-15,WH01,SKU0081,231,18
2025-01-16,WH01,SKU0081,237,15
2025-01-17,WH01,SKU0081,241,22
2025-01-18,WH01,SKU0081,248,22
2025-01-19,WH01,SKU0081,262,23
2025-01-20,WH01,SKU0081,240,22
2025-01-21,WH01,SKU0081,262,23
2025-01-22,WH01,SKU0081,240,16
2025-01-23,WH01,SKU0081,249,23
2025-01-24,WH01,SKU0081,262,19
2025-01-25,WH01,SKU0081,231,18
2025-01-26,WH01,SKU0081,254,19
2025-01-27,WH01,SKU0081,239,17
2025-01-28,WH01,SKU0081,228,16
2025-01-29,WH01,SKU0081,252,16
2025-01-30,WH01,SKU0081,265,14
2025-01-01,WH01,SKU0082,327,25
2025-01-02,WH01,SKU0082,315,23
2025-01-03,WH01,SKU0082,321,22
2025-01-04,WH01,SKU0082,301,21
2025-01-05,WH01,SKU0082,303,21
2025-01-06,WH01,SKU0082,318,19
2025-01-07,WH01,SKU0082,303,25
2025-01-08,WH01,SKU0082,309,18
2025-01-09,WH01,SKU0082,322,24
2025-01-10,WH01,SKU0082,327,24
2025-01-11,WH01,SKU0082,333,22
2025-01-12,WH01,SKU0082,305,25
2025-01-13,WH01,SKU0082,304,19
2025-01-14,WH01,SKU0082,327,25
2025-01-15,WH01,SKU0082,307,24
2025-01-16,WH01,SKU0082,330,24
2025-01-17,WH01,SKU0082,294,23
2025-01-18,WH01,SKU0082,300,25
2025-01-19,WH01,SKU0082,296,26
2025-01-20,WH01,SKU0082,301,21
2025-01-21,WH01,SKU0082,303,25
2025-01-22,WH01,SKU0082,309,24
2025-01-23,WH01,SKU0082,296,21
2025-01-24,WH01,SKU0082,330,26
2025-01-25,WH01,SKU0082,302,20
2025-01-26,WH01,SKU0082,310,22
2025-01-27,WH01,SKU0082,315,18
2025-01-28,WH01,SKU0082,324,19
2025-01-29,WH01,SKU0082,306,25
2025-01-30,WH01,SKU0082,321,20
2025-01-01,WH01,SKU0083,462,15
2025-01-02,WH01,SKU0083,447,17
2025-01-03,WH01,SKU0083,462,21
2025-01-04,WH01,SKU0083,455,21
2025-01-05,WH01,SKU0083,464,13
2025-01-06,WH01,SKU0083,469,18
2025-01-07,WH01,SKU0083,455,17
2025-01-08,WH01,SKU0083,452,19
2025-01-09,WH01,SKU0083,462,17
2025-01-10,WH01,SKU0083,451,16
2025-01-11,WH01,SKU0083,459,17
2025-01-12,WH01,SKU0083,452,18
2025-01-13,WH01,SKU0083,449,18
2025-01-14,WH01,SKU0083,444,17
2025-01-15,WH01,SKU0083,471,21
2025-01-16,WH01,SKU0083,467,20
2025-01-17,WH01,SKU0083,442,16
2025-01-18,WH01,SKU0083,466,21
2025-01-19,WH01,SKU0083,463,21
2025-01-20,WH01,SKU0083,450,14
2025-01-21,WH01,SKU0083,443,18
2025-01-22,WH01,SKU0083,466,15
2025-01-23,WH01,SKU0083,471,20
2025-01-24,WH01,SKU0083,454,15
2025-01-25,WH01,SKU0083,469,19
2025-01-26,WH01,SKU0083,446,15
2025-01-27,WH01,SKU0083,459,18
2025-01-28,WH01,SKU0083,446,22
2025-01-29,WH01,SKU0083,455,16
2025-01-30,WH01,SKU0083,442,21
2025-01-01,WH01,SKU0084,0,44
2025-01-02,WH01,SKU0084,0,56
2025-01-03,WH01,SKU0084,0,35
2025-01-04,WH01,SKU0084,0,34
2025-01-05,WH01,SKU0084,0,54
2025-01-06,WH01,SKU0084,0,54
2025-01-07,WH01,SKU0084,0,46
2025-01-08,WH01,SKU0084,0,30
2025-01-09,WH01,SKU0084,0,58
2025-01-10,WH01,SKU0084,0,41
